,yr_built,sqft_lot,sqft_lot15,sqft_living
5888,1967,8887,9620,2660
5889,1908,5346,5040,1390
5890,1980,6344,3202,2290
5891,1989,4118,4044,2110
5892,1931,2016,4520,1200
5893,2001,2500,3900,2360
5894,1993,8906,8165,2350
5895,1976,9960,9760,1590
5896,1992,4592,4758,1810
5897,1963,11407,11407,1900
5898,1956,8000,6973,1250
5899,2007,6603,7333,3280
5900,1924,4800,4800,870
5901,2006,14408,14577,3570
5902,2002,11200,11813,3780
5903,1904,3600,3600,1190
5904,1991,39848,38472,2280
5905,1912,60720,10342,1030
5906,1907,5000,5000,2870
5907,1960,8800,8800,1520
5908,1982,10375,9132,3700
5909,1956,28750,23873,2240
5910,1965,7738,8452,1920
5911,1994,3600,3600,2560
5912,1991,15496,15040,1840
5913,1988,9600,9600,2080
5914,1952,9638,11400,1600
5915,1907,4000,4000,2168
5916,1924,8636,8636,860
5917,1915,3400,3771,2100
5918,1967,9639,9639,1140
5919,1978,35074,35150,3090
5920,1967,45738,24000,1330
5921,1937,69260,69260,1360
5922,1952,18129,16316,3420
5923,1927,6000,4500,2180
5924,1925,5000,5000,1800
5925,1924,4590,5100,1120
5926,1999,7202,7280,2980
5927,1968,28600,26950,2600
5928,1900,2400,1224,1550
5929,1986,15258,14850,3330
5930,2000,7719,7348,2200
5931,1998,85728,42643,3840
5932,1939,4500,5000,840
5933,1954,7128,7986,1270
5934,1985,20301,23650,3240
5935,1974,37843,42122,2480
5936,1953,22518,21837,4470
5937,1957,7800,7800,1780
5938,1997,9248,8711,1850
5939,1987,16921,16921,2200
5940,1969,10160,9600,2760
5941,1948,4128,5413,1090
5942,2014,6200,10108,3090
5943,1968,3700,9000,820
5944,2003,1606,1286,1445
5945,1961,9240,9240,1810
5946,1954,5000,5000,1620
5947,1977,4182,4590,1060
5948,1968,9871,10794,1050
5949,1949,15701,9800,1010
5950,1993,8424,8448,2050
5951,1904,8185,12541,970
5952,2005,1827,2058,1540
5953,2004,6222,7222,3000
5954,2001,7869,6739,3190
5955,1977,8190,9150,1870
5956,1987,9397,9176,2200
5957,2005,5936,5936,3070
5958,1986,17000,15550,3730
5959,1955,10423,7758,2440
5960,1909,4332,3420,990
5961,1989,31796,36192,4160
5962,2005,4960,6335,3670
5963,1943,25500,10019,910
5964,2000,4000,4000,1940
5965,2000,6000,6000,1780
5966,1986,7355,7868,2200
5967,1906,43838,6630,6410
5968,1981,10023,9694,2070
5969,1962,7281,7527,2040
5970,2004,6270,6270,2320
5971,1952,6677,7642,1440
5972,1997,6675,7540,1700
5973,1997,6675,7540,1700
5974,1926,3933,4000,2050
5975,1953,6500,7000,800
5976,1951,7620,7620,1800
5977,1910,169448,6059,1460
5978,1984,7210,7509,1290
5979,1968,9737,9737,1900
5980,1963,7000,4000,1480
5981,1969,12833,11200,2090
5982,1968,9800,9800,1950
5983,1964,9605,9605,1250
5984,1959,7590,7590,990
5985,1998,7923,8815,2740
5986,1952,10488,9120,1260
5987,1991,6807,7240,2150
5988,1929,3250,3600,1750
5989,1983,6092,5308,2880
5990,1975,13894,13894,2590
5991,1924,4524,4100,2430
5992,2005,3128,2576,1470
5993,1954,10744,11069,2020
5994,1918,4000,5160,610
5995,1962,17800,8300,3000
5996,1923,43560,11875,920
5997,1953,7754,7740,1070
5998,1972,15143,25936,3410
5999,2001,3905,3863,1820
6000,1926,7193,7560,1060
6001,1995,34991,19515,3070
6002,1958,219106,123710,2300
6003,1988,6911,6911,1610
6004,2006,5310,6581,2830
6005,1982,12300,9994,970
6006,1989,8284,8284,1680
6007,1974,8996,9180,2040
6008,1950,9586,8592,1450
6009,1905,6280,4760,2870
6010,1969,13970,13970,1870
6011,2003,18042,21107,2490
6012,2002,4501,4500,3350
6013,2006,8737,7131,3190
6014,1944,5520,6000,1560
6015,1905,4800,5300,2750
6016,1980,2332,2853,920
6017,1947,5500,5500,1140
6018,1988,53143,56628,2520
6019,1974,10542,11807,3150
6020,2003,7800,10954,2040
6021,1963,19843,13500,1780
6022,1996,10800,9900,2240
6023,1971,9650,17357,3270
6024,2006,6621,7953,3110
6025,1929,3600,3600,1850
6026,1983,8530,8708,1570
6027,1942,4515,5000,750
6028,1967,9990,11480,2240
6029,2001,3485,3485,1870
6030,1987,40386,34800,2683
6031,1954,7200,7200,1490
6032,1999,12080,12403,2340
6033,1955,8640,9000,1700
6034,2014,989,1240,1450
6035,2004,21096,13835,3310
6036,1949,5250,5250,1520
6037,1926,4500,4388,1260
6038,1964,8086,8060,1840
6039,1942,5202,5400,1750
6040,1932,32234,10125,1450
6041,2000,13296,9196,6330
6042,1983,10200,10200,1260
6043,1909,6613,5750,2100
6044,2002,5366,5414,2430
6045,1980,18000,14537,4250
6046,1958,10416,9271,1830
6047,1913,4000,4000,1310
6048,2004,9571,9110,3090
6049,1987,36601,36601,2560
6050,1967,13350,13350,1930
6051,1925,6000,6380,1460
6052,1988,13129,12568,3460
6053,2005,5880,5680,3290
6054,1910,7680,6912,820
6055,1954,7374,8934,1480
6056,1963,9301,8075,1420
6057,2002,6720,6720,2790
6058,1954,5000,5000,1390
6059,1954,9400,9400,950
6060,1949,5300,5450,3000
6061,1960,10521,9384,1280
6062,1960,8400,12465,870
6063,1945,1795,1795,1360
6064,1959,16376,16192,1000
6065,1992,12106,11156,2740
6066,1940,5223,8491,1560
6067,1988,8571,8155,2590
6068,2004,1330,2071,1850
6069,1968,8621,7395,2500
6070,2004,5232,5080,3280
6071,1919,2378,2970,670
6072,1963,22547,17809,2890
6073,1966,10560,11616,3000
6074,2002,4600,6600,1920
6075,1979,7200,7529,1960
6076,1979,12208,8194,2000
6077,1945,6224,6224,3600
6078,2006,5700,5281,2740
6079,1915,5000,5000,3650
6080,2005,3866,4023,2310
6081,2002,4569,4385,2095
6082,2004,4823,4989,1560
6083,1984,7350,8400,1880
6084,2005,867,1322,840
6085,1998,5832,5832,2730
6086,1907,4800,4800,860
6087,1956,10960,10960,2320
6088,1967,61419,8529,1540
6089,1928,6488,16250,890
6090,2004,175421,63162,4290
6091,1978,13227,12943,1950
6092,1968,8848,10650,1010
6093,2003,6536,6872,2830
6094,1977,12560,9020,1500
6095,2000,167706,213444,3370
6096,1999,8726,8648,3160
6097,1955,7000,7000,1110
6098,1991,48743,8299,3830
6099,2006,4270,12523,3160
6100,1996,3000,4500,2100
6101,1953,13288,9900,2240
6102,1947,48292,80201,1060
6103,1983,36116,36116,2350
6104,1998,7040,7145,1940
6105,2009,64469,48352,1160
6106,1961,9990,12474,1840
6107,1976,11000,10000,2260
6108,1909,3860,3860,840
6109,1923,7500,5000,2830
6110,1966,10183,10416,1600
6111,1982,8719,7525,1370
6112,1984,7414,8038,1960
6113,1907,7200,7200,1470
6114,1960,8426,8783,2740
6115,2004,923,1326,1090
6116,1976,9520,9600,2460
6117,1964,19602,8773,1820
6118,1954,8937,10016,1960
6119,1995,7023,7082,1760
6120,1908,5000,5000,720
6121,2007,8580,7920,3470
6122,1947,8100,8100,1370
6123,1968,11310,8621,2370
6124,1903,2640,3920,1390
6125,1928,3075,3774,1840
6126,1973,19439,19439,2790
6127,2007,1607,1826,1460
6128,1998,241200,172933,2620
6129,1918,5109,5109,2230
6130,1905,2760,2780,3250
6131,1943,7000,7000,1190
6132,1922,7440,4960,2090
6133,1956,8154,8155,2580
6134,2005,3574,2962,2100
6135,1987,16564,12415,3160
6136,1962,7640,7668,2090
6137,2001,3143,3591,1570
6138,1900,6000,6000,1020
6139,1955,11080,9259,1300
6140,1986,9773,11787,2110
6141,1948,17389,14419,1210
6142,1968,12950,12850,1990
6143,2003,8018,8397,1630
6144,1990,1822,1315,1384
6145,1997,75794,17913,3380
6146,2001,8626,9033,2480
6147,1957,8000,8000,1270
6148,1947,7200,7200,1010
6149,1944,6269,7722,1490
6150,1916,3844,3844,820
6151,1967,10860,11982,1810
6152,1965,7920,7800,3060
6153,1965,20000,20000,2980
6154,1991,18167,20239,3440
6155,1959,7242,8214,1820
6156,1987,5760,5762,2320
6157,2004,4400,4554,2620
6158,1956,11625,8855,2190
6159,1967,10395,9360,1780
6160,1975,7700,7360,2200
6161,1924,6120,4590,1600
6162,1954,21000,12480,2450
6163,1986,35218,35218,2680
6164,1982,8667,10530,1850
6165,1924,4400,4400,1740
6166,1987,9600,10104,1490
6167,1971,190357,189100,1960
6168,2009,3015,3612,1380
6169,1935,4032,4042,1510
6170,1906,3600,3600,1410
6171,1922,8680,9000,1440
6172,1951,6750,8933,920
6173,1962,17630,12000,1090
6174,1977,6695,7624,2790
6175,1968,14985,16067,1840
6176,1972,6300,7200,1340
6177,1999,9086,6733,2570
6178,2005,6202,5001,3010
6179,1940,3139,3740,2160
6180,1953,9484,9630,2140
6181,1970,7416,7527,2090
6182,1977,21138,12200,1810
6183,1962,5750,5750,1760
6184,1990,8540,8475,2500
6185,1952,6900,7194,930
6186,1992,8335,8678,3030
6187,1990,3000,3000,1460
6188,1986,14071,10982,2940
6189,2014,9200,9713,3360
6190,1956,4800,4800,2110
6191,1953,11343,10027,2740
6192,1917,2196,3600,1070
6193,1940,4886,4900,1680
6194,1975,13755,13650,2260
6195,1907,7200,7200,5860
6196,1977,35008,34794,2380
6197,2004,5354,4040,3320
6198,1984,9000,9600,1050
6199,2004,3982,4067,2070
6200,1992,7311,7203,1790
6201,1942,4000,4000,840
6202,1948,4500,4000,990
6203,1994,60392,64033,4120
6204,1966,9600,10200,1620
6205,1942,8190,9721,1340
6206,1925,5750,5750,1500
6207,1950,6731,6731,1300
6208,1999,10245,9028,3100
6209,1999,7074,6548,3380
6210,1977,9030,9030,2660
6211,1924,3333,3750,1700
6212,1972,7800,9100,1840
6213,1941,5200,5200,890
6214,1953,5800,5800,2800
6215,1957,8625,8400,2010
6216,1965,7470,7473,1380
6217,1954,8000,8000,1210
6218,1991,6994,7514,1280
6219,1979,215186,142005,4090
6220,1925,6300,1601,1580
6221,1973,7826,7826,1910
6222,1994,2500,2500,1740
6223,1930,4445,4445,1130
6224,1950,8540,8540,1970
6225,1981,9720,9790,1780
6226,1992,7757,7859,1670
6227,1968,9323,9611,1360
6228,1971,6985,7990,1840
6229,2010,1113,1038,1255
6230,1976,7412,7350,1840
6231,2005,6031,5012,2960
6232,1948,7232,7232,1430
6233,2002,10450,14810,5990
6234,1988,59242,39400,3480
6235,2005,7861,7528,4260
6236,1979,10500,7500,1820
6237,2008,2482,2482,1290
6238,2013,8428,11810,2130
6239,1957,10051,9800,1170
6240,2009,1349,3300,1730
6241,1939,5750,5750,880
6242,2002,6832,6832,2380
6243,1952,9729,10353,1330
6244,1988,191228,87120,1780
6245,1962,8400,9119,1220
6246,1959,24969,15600,2490
6247,1984,10800,10800,1180
6248,1998,6200,6200,2310
6249,1972,4855,4080,1440
6250,2007,1444,1642,1620
6251,1991,8403,7842,2620
6252,2003,7491,7491,3710
6253,1958,10323,7200,1040
6254,1999,11340,8339,3320
6255,1951,5192,5320,800
6256,1963,9597,8553,2040
6257,1957,30144,10140,1960
6258,1999,4410,4410,2670
6259,2010,8641,11175,2930
6260,1955,4000,4000,830
6261,1928,4320,4320,2290
6262,1907,3600,1885,2510
6263,1958,7572,7667,1280
6264,1952,6000,6000,1810
6265,1987,13189,11847,2080
6266,1991,9244,9387,1680
6267,2001,5128,4652,1660
6268,1989,5994,6666,1650
6269,2003,1438,1439,1420
6270,1984,8376,7875,2240
6271,1927,3060,4488,1230
6272,1954,6000,6600,1260
6273,1990,4812,5264,2060
6274,1991,10510,7408,3090
6275,1959,7392,8363,3220
6276,2001,4845,5134,2020
6277,1976,12142,12326,1910
6278,1951,10000,10000,1150
6279,1921,3560,3560,2730
6280,1906,2370,2460,2890
6281,1973,12746,12746,2280
6282,1922,5700,5700,1040
6283,1969,7475,8480,2440
6284,1977,5940,6136,1720
6285,1984,28718,35021,3430
6286,2005,4865,4933,2570
6287,2000,210254,87120,4360
6288,1978,7350,7420,2060
6289,1994,8302,8406,3020
6290,1906,4200,4200,2340
6291,1959,9537,9533,2400
6292,1968,11920,11839,1610
6293,1994,7647,9219,1090
6294,1975,13068,16988,1470
6295,1974,6240,7000,1670
6296,1991,10109,9660,1850
6297,1967,9671,9360,3940
6298,2003,3497,5242,2330
6299,1954,7200,7200,2020
6300,1960,7200,7200,1300
6301,1968,6947,8657,1180
6302,1966,7840,7644,1320
6303,1962,9324,11000,2520
6304,1909,2000,5000,1680
6305,1968,35438,51836,2000
6306,1954,4900,7121,1180
6307,1988,15093,20031,3330
6308,1902,5400,5400,1880
6309,2003,5280,6299,2990
6310,1969,12408,17800,1510
6311,1997,7231,7311,3110
6312,2001,5000,6380,2150
6313,1905,3960,3960,1900
6314,1987,10000,10020,2720
6315,1979,8280,8120,1560
6316,1998,30083,11627,1990
6317,1930,3060,3960,1740
6318,1962,8400,8596,2130
6319,1957,9176,9176,1510
6320,1999,5107,5650,2100
6321,1976,8000,8000,2344
6322,1968,22486,20160,1970
6323,1982,9140,8204,1470
6324,1926,5040,5040,940
6325,1983,13095,13095,1780
6326,2002,5743,6300,2230
6327,1981,15151,14375,3570
6328,1990,15260,15235,1920
6329,1957,8366,8400,1290
6330,1980,16262,7972,1880
6331,2005,4640,4623,2960
6332,1952,14874,15084,1840
6333,1967,6183,6183,1890
6334,1964,6000,6232,1820
6335,2003,8510,10347,4370
6336,1986,10731,12593,1530
6337,1954,10480,12200,1030
6338,2005,1950,1340,2000
6339,1962,9230,9230,1730
6340,1976,16000,16000,3620
6341,1995,9622,9868,2040
6342,1991,6715,7373,2640
6343,2005,2244,1700,1600
6344,1929,12675,7995,1480
6345,1922,4800,4800,700
6346,1922,4800,4800,700
6347,1993,12193,11318,3520
6348,1977,6408,6402,1650
6349,1950,5500,5790,1360
6350,1944,6696,6700,1350
6351,1998,6291,8852,1970
6352,2003,1656,2288,1470
6353,1969,9652,9800,1610
6354,1950,6150,7200,810
6355,1995,7809,7904,2820
6356,1942,33888,19200,1900
6357,1973,7345,7700,1830
6358,1963,7700,8066,1730
6359,1977,7291,8625,2110
6360,2004,7831,7438,3060
6361,1983,7328,5080,2620
6362,1983,1360,1469,1088
6363,1964,10853,10849,1400
6364,1942,6804,6930,1540
6365,1998,1564,2875,1540
6366,1926,3360,4320,2310
6367,1971,9520,11211,1730
6368,1977,39446,12043,2070
6369,1951,4500,5320,900
6370,1952,6635,8000,860
6371,1921,4500,4225,2980
6372,1921,4500,4225,2980
6373,1990,12413,7416,2740
6374,1996,5257,5320,1790
6375,1978,16748,16050,1750
6376,2000,12811,11783,3610
6377,1954,20620,10080,1430
6378,1968,15500,7500,1570
6379,1932,37500,6000,2280
6380,1916,2366,5000,940
6381,2004,6000,6001,2920
6382,1976,11900,11900,2260
6383,1908,4211,4000,2000
6384,2005,4225,6200,1440
6385,1966,13430,13906,2310
6386,1904,4600,3000,2300
6387,1926,6770,7875,1490
6388,1989,25641,25641,1830
6389,2012,9784,10080,4440
6390,1992,16582,13335,4970
6391,2007,1075,1083,1000
6392,1953,10037,9272,4940
6393,1906,6000,3900,1980
6394,1964,9600,9600,1560
6395,1948,6537,8701,870
6396,1969,6500,5200,840
6397,1958,8314,7700,1250
6398,1954,20031,18777,3120
6399,1932,7000,8777,750
6400,1950,5050,5050,710
6401,1965,14800,12474,2290
6402,1925,91681,24293,3750
6403,1969,7790,7280,980
6404,1972,11276,10687,1590
6405,1942,4000,6000,940
6406,1962,9623,9623,1750
6407,1948,8227,8128,1460
6408,1925,4800,4080,1540
6409,1952,6800,6800,2560
6410,1991,37642,54450,1660
6411,1993,4499,5114,1880
6412,1967,101494,38636,3500
6413,1993,10500,7374,1840
6414,1987,7412,7093,1060
6415,1973,7500,7192,1790
6416,1938,4838,4838,810
6417,2003,5100,6720,2600
6418,1973,19193,13420,3230
6419,1971,9600,9240,2240
6420,2006,5100,5672,3400
6421,1939,10875,10080,3140
6422,2001,4200,4200,2780
6423,1968,12368,9575,2320
6424,1987,5858,7500,1370
6425,1959,7560,6570,2230
6426,1994,7223,7162,1610
6427,1990,41022,21429,3410
6428,2005,4922,4922,2810
6429,1943,14986,10650,1850
6430,1912,4800,3600,1790
6431,1950,11396,8146,1150
6432,1914,8700,4804,2420
6433,1989,7034,7358,1580
6434,1959,21562,12676,1760
6435,1959,21562,12676,1760
6436,1993,35000,35862,2750
6437,1978,4875,4875,920
6438,1961,10181,10194,960
6439,1916,4000,4000,1120
6440,1907,3960,3960,1560
6441,1981,7334,7859,1380
6442,1990,6206,7092,1940
6443,1973,10625,10922,1810
6444,1954,4200,4000,1100
6445,1977,9714,9272,1980
6446,1959,6200,7178,1340
6447,1960,4800,5000,1680
6448,1993,16000,8000,2060
6449,1980,7215,8931,2620
6450,1985,5159,5210,1610
6451,1966,7560,7689,1490
6452,1969,8125,8284,1900
6453,1994,56192,44431,3440
6454,1910,3300,4000,1840
6455,1941,6250,9000,2330
6456,1905,2975,4800,2250
6457,1958,3988,4144,2000
6458,1976,16050,11612,3010
6459,1979,7389,10348,1680
6460,1984,6773,7201,1530
6461,1911,4800,5900,970
6462,1941,5225,5225,1550
6463,1979,7350,7673,1660
6464,1994,203860,144183,3680
6465,1917,4060,5000,3210
6466,1940,13280,8723,1480
6467,2005,9312,9860,3600
6468,2002,1481,1350,1700
6469,1978,8725,8352,1680
6470,1999,34175,35174,1550
6471,1999,10623,11170,3780
6472,1985,7370,9906,2360
6473,1997,1750,1563,1810
6474,2006,3475,3626,2290
6475,1991,12447,13129,3370
6476,1916,5050,5000,2090
6477,1955,34689,28598,2130
6478,1954,10911,9688,2060
6479,1969,9350,8671,1560
6480,1934,2400,4382,730
6481,1985,6308,7127,2910
6482,1976,8700,7975,2490
6483,1955,10440,10440,1710
6484,1967,10630,8039,1520
6485,1990,218235,218235,2930
6486,1991,10948,13623,3160
6487,1967,16410,18000,2910
6488,1980,8100,8100,1700
6489,1923,6697,6695,810
6490,2003,5390,5390,2000
6491,1936,52769,50529,1894
6492,1970,87991,84300,2080
6493,1943,5500,4900,1730
6494,1942,4323,3300,720
6495,2000,13981,13624,3560
6496,1955,11100,11100,1210
6497,1985,9268,8400,2130
6498,1990,8767,7434,1570
6499,1998,6134,5281,3950
6500,1989,15586,15046,3450
6501,2000,223462,7593,7220
6502,1979,9600,9976,1150
6503,1984,7615,8649,1500
6504,1920,5150,4017,1300
6505,1943,4000,4000,1290
6506,1994,35255,36450,2510
6507,1926,3825,3825,2320
6508,1936,19401,15810,5480
6509,1977,8600,8600,2030
6510,1949,16110,16110,2060
6511,1954,34527,7933,2920
6512,1928,6990,5310,3330
6513,1990,8164,7499,2110
6514,1949,10454,10800,1175
6515,1994,8670,9253,1590
6516,1947,9750,8775,1070
6517,1976,8819,9672,2720
6518,1998,6349,6349,2980
6519,1977,5200,5200,1160
6520,2004,97574,27068,3580
6521,1994,6000,6000,3020
6522,1961,5250,8560,2380
6523,1948,13590,13545,2270
6524,1988,8188,7000,1660
6525,1921,5000,5000,830
6526,1979,12614,12392,2480
6527,1923,7740,7740,1900
6528,2005,4008,3752,1670
6529,1986,7900,9132,2000
6530,1992,65340,59603,2320
6531,1966,8117,8199,1860
6532,1977,208737,125017,2110
6533,1979,7384,7992,1400
6534,1979,7384,7992,1400
6535,1976,14800,10809,2850
6536,1981,11050,10000,1370
6537,1923,3200,1224,2170
6538,1953,14033,16100,2570
6539,1960,7902,8021,1970
6540,1997,4635,5150,2980
6541,1955,10843,10843,2300
6542,2004,4936,4815,1990
6543,2001,38258,17113,2390
6544,1979,7500,7500,2160
6545,1985,15907,11358,3300
6546,1920,2825,3750,1840
6547,1983,10958,10282,2030
6548,2003,2036,2036,1400
6549,1977,16800,15680,2320
6550,1959,9150,9940,1410
6551,1983,42800,11250,1860
6552,1994,6916,6995,1820
6553,1993,7172,10127,1910
6554,1971,7490,7350,1540
6555,1988,7905,8400,1430
6556,1968,8906,10414,1010
6557,1947,8384,8384,940
6558,1929,5875,5492,2600
6559,1963,7283,8134,2060
6560,1986,4534,5100,1920
6561,1986,21074,20000,2900
6562,1947,7920,7168,1020
6563,1979,9520,9520,2150
6564,2001,2890,2890,1660
6565,1944,7410,7648,1230
6566,2007,7546,7083,2170
6567,1991,7633,6783,1280
6568,1974,6920,7000,2240
6569,1953,5100,5100,1780
6570,1968,7200,8075,1840
6571,1968,7700,8120,1740
6572,2005,6604,6825,3040
6573,2006,4375,4606,2370
6574,2003,6783,6192,2100
6575,2007,1578,1668,1470
6576,1945,6120,6120,1300
6577,1939,7826,6300,3420
6578,1940,4750,4750,1190
6579,1959,16117,13068,2080
6580,1924,4268,3880,2180
6581,1967,7860,8148,1460
6582,1983,8503,8549,1530
6583,2006,8611,8321,4740
6584,1980,40887,35700,1980
6585,1976,6400,6400,1710
6586,2006,982,1008,1160
6587,2002,3000,3300,2200
6588,1920,5000,5850,1170
6589,1965,7500,5000,1120
6590,1926,4000,4000,1710
6591,1986,7807,8475,1650
6592,1952,8820,8750,2840
6593,1989,217800,217800,3310
6594,1985,7232,7220,1860
6595,1994,9608,9834,2250
6596,2004,7027,7197,2890
6597,1947,5992,11000,2120
6598,2009,4750,4071,2130
6599,1937,8200,9020,1170
6600,1956,7420,7420,2120
6601,1969,10716,9870,1280
6602,1988,47502,35110,3170
6603,1967,41984,37318,2260
6604,1993,19876,11499,2930
6605,1981,5750,5750,1060
6606,1978,9344,12884,1740
6607,2005,5400,6538,2990
6608,1986,20012,20707,3530
6609,1957,10960,10960,2960
6610,1996,3711,3762,1650
6611,1969,13500,12350,2720
6612,1925,2897,3854,1516
6613,2006,12275,10925,4386
6614,1963,7434,7737,2580
6615,1963,5512,5837,960
6616,1983,10506,8153,1460
6617,2001,4000,4000,3840
6618,2007,4200,4200,2090
6619,1975,7800,8050,2470
6620,1992,6906,6370,2090
6621,1994,8581,7849,2070
6622,1954,6400,6400,1650
6623,1980,45738,38556,1880
6624,1995,7720,7720,2060
6625,1961,9647,9272,1410
6626,1996,8763,7242,2770
6627,1984,8245,8245,1390
6628,1969,239580,40392,5440
6629,1985,4452,4366,1280
6630,1958,28000,41817,1720
6631,1958,28000,41817,1720
6632,1951,28535,8250,3040
6633,2001,7769,7945,3780
6634,1999,5974,5729,2670
6635,1964,7216,7600,1350
6636,1980,9680,13489,3490
6637,2004,747,1280,870
6638,1929,4250,5074,2410
6639,1977,10123,10852,1640
6640,1950,9800,9450,1540
6641,1976,9601,10500,2370
6642,1991,9548,9750,1830
6643,1986,8994,8396,2330
6644,1976,27820,20000,2240
6645,2009,2513,2891,1700
6646,1969,9298,7875,1750
6647,1967,9750,9900,1100
6648,1998,13068,25265,2320
6649,1997,6491,8447,2540
6650,1968,12750,25919,3090
6651,1969,5200,5330,770
6652,2002,4632,5012,2370
6653,1977,7210,7650,1200
6654,1908,3060,5100,2200
6655,1975,32757,35191,2660
6656,1977,10280,8100,1600
6657,2004,1249,1328,1330
6658,1958,12900,10751,3440
6659,1996,6320,5819,2510
6660,1963,10098,10000,2150
6661,1983,10277,11104,1180
6662,1951,8640,13140,680
6663,2002,4750,4750,2840
6664,1985,7500,8304,1820
6665,1908,5150,3860,1070
6666,1943,5650,5650,1250
6667,1960,6300,14659,2190
6668,1963,5413,5413,3000
6669,1959,9830,11990,2270
6670,1991,11795,11576,4500
6671,1900,5000,5000,3400
6672,1991,9680,8691,2830
6673,1967,9563,9600,960
6674,1920,6450,5000,1530
6675,1962,13034,13300,2500
6676,1966,7569,8755,1560
6677,1973,7207,7980,2070
6678,1959,19800,16400,2710
6679,2002,4203,5169,3150
6680,1975,10880,10240,1880
6681,1955,8800,8200,1250
6682,1969,8142,8142,2290
6683,1997,4331,3688,1990
6684,1999,5824,4140,2100
6685,1958,8400,8400,940
6686,1965,4860,7200,1640
6687,1995,8378,8378,1860
6688,2001,2500,4000,2100
6689,1925,15246,16988,1500
6690,1948,28046,26308,1680
6691,2009,920423,411962,3900
6692,1944,7410,7410,1400
6693,1965,12860,12954,2600
6694,1921,4859,4558,1440
6695,1962,9500,10000,1870
6696,1979,10454,10500,2960
6697,1999,6733,6496,2440
6698,1960,9100,9344,1122
6699,1973,10464,10464,1060
6700,1957,8165,7980,2150
6701,1978,10000,9438,3100
6702,1999,1805,5060,880
6703,1985,34947,39639,2490
6704,1951,9067,6647,1080
6705,1960,10190,8560,2530
6706,1954,7800,7070,1200
6707,1991,7453,8468,2850
6708,2005,4502,4502,2950
6709,1941,6828,6828,1160
6710,2003,4751,5700,3420
6711,1923,10578,10578,2240
6712,1962,8891,9013,1450
6713,1989,7930,7930,1820
6714,1958,13730,15306,4700
6715,1963,14000,8285,2430
6716,1915,4080,4080,1960
6717,1977,10920,8260,1440
6718,2001,4385,4644,2730
6719,1923,9000,9000,910
6720,1923,9000,9000,910
6721,1919,6325,4375,2430
6722,1999,6500,6970,3350
6723,1910,4322,4322,2320
6724,2009,1622,1188,1260
6725,1932,3525,3760,1980
6726,1971,8468,8260,1580
6727,1992,35009,35040,2710
6728,1968,9750,8050,1400
6729,1997,7950,7713,2410
6730,2000,2460,4040,1790
6731,1967,9234,10354,1640
6732,1960,8023,8964,1670
6733,1932,5750,8625,970
6734,2002,1778,2187,1610
6735,1947,26036,21891,2060
6736,1997,35271,37194,3570
6737,1989,7735,7754,1400
6738,1995,32109,35181,3470
6739,1955,9525,7620,1210
6740,2006,10929,9999,3930
6741,1947,4802,5000,990
6742,1989,4942,5924,2200
6743,1970,16200,13950,1510
6744,1964,5040,6178,1620
6745,1986,7941,8051,1580
6746,1983,15000,21715,1260
6747,1994,13673,13804,2190
6748,1962,13056,15750,1230
6749,1968,7140,7565,2030
6750,1930,3475,6769,780
6751,2000,1200,1363,1110
6752,1991,53143,47916,2790
6753,1980,10757,8319,1660
6754,1910,5000,5000,3410
6755,1987,13002,11200,2390
6756,1998,5880,6500,1850
6757,1966,5200,5200,2500
6758,1951,8320,8450,1000
6759,1919,5000,6090,2450
6760,1947,6144,5160,1440
6761,1996,7003,6680,1660
6762,2006,4600,7500,2510
6763,1998,12511,10882,3090
6764,1968,5185,5494,860
6765,1953,28703,6720,1220
6766,1967,7680,7373,1010
6767,1990,7350,7350,2390
6768,1973,8000,8000,3340
6769,2004,4650,4650,3620
6770,1906,5800,5800,4200
6771,1959,13800,36563,3831
6772,1949,9540,9529,1980
6773,1976,8372,10500,1790
6774,1977,7400,7458,1580
6775,1913,6000,4275,2460
6776,1947,5120,5120,2110
6777,2006,1204,1245,1470
6778,1966,13100,12745,3510
6779,1947,2885,4241,520
6780,1996,7421,4668,1950
6781,1942,9715,9715,770
6782,2005,6064,7840,2250
6783,1930,7200,10800,4040
6784,1955,6000,3460,2360
6785,1989,45860,5020,2330
6786,1954,8910,8640,1720
6787,1980,8540,10204,1900
6788,1951,6800,6080,1040
6789,1982,9195,9551,2070
6790,1982,9195,9551,2070
6791,2001,1608,1883,1550
6792,1976,11935,12350,2020
6793,1999,9024,7665,3320
6794,1978,112521,26147,4130
6795,1963,9804,7990,2030
6796,1958,7875,8000,1770
6797,2004,7809,6465,3330
6798,1965,9686,9916,2260
6799,1997,6871,7663,1950
6800,1983,19900,20492,2930
6801,1926,2500,5000,1960
6802,1996,12534,12534,2980
6803,1948,6685,6695,780
6804,2000,4218,4559,1650
6805,1975,12765,13447,4030
6806,1972,10125,10125,1010
6807,1981,9600,10140,1190
6808,1951,8750,20115,1050
6809,2002,4244,4251,1560
6810,1963,7800,7800,1490
6811,1948,8149,8149,770
6812,1954,5100,2676,620
6813,1963,9120,9200,1200
6814,1954,6865,7780,2120
6815,1999,3610,2948,2330
6816,1978,9760,8089,2000
6817,1967,4608,3840,2820
6818,1925,4800,4800,2040
6819,1999,7056,6025,1700
6820,1954,6200,14000,820
6821,1974,2162,2128,1315
6822,1957,10905,10839,1390
6823,1949,12017,12210,1890
