,yr_built,sqft_lot,sqft_lot15,sqft_living
3878,0,2,1,0
3879,0,2,1,0
3880,0,3,3,0
3881,1,1,1,0
3882,0,1,1,0
3883,3,0,0,1
3884,0,3,3,3
3885,0,2,1,0
3886,2,3,3,2
3887,3,3,2,3
3888,2,3,3,3
3889,2,2,2,3
3890,0,0,0,0
3891,1,3,3,3
3892,1,2,2,2
3893,2,2,2,1
3894,2,1,3,2
3895,0,1,1,0
3896,1,2,3,1
3897,0,3,3,2
3898,3,0,0,1
3899,1,2,3,2
3900,0,0,0,0
3901,1,2,2,2
3902,2,3,3,2
3903,0,1,1,2
3904,2,2,3,3
3905,1,1,1,2
3906,2,3,3,3
3907,0,2,3,0
3908,1,3,3,2
3909,2,2,2,2
3910,3,1,1,3
3911,0,0,0,0
3912,0,0,0,2
3913,1,2,3,0
3914,0,3,3,3
3915,2,2,2,1
3916,1,1,1,2
3917,1,2,2,0
3918,0,1,1,1
3919,0,1,1,0
3920,2,3,2,3
3921,3,3,3,3
3922,3,0,0,0
3923,1,3,3,1
3924,0,0,0,3
3925,1,3,3,3
3926,2,3,3,3
3927,2,0,0,1
3928,3,3,3,3
3929,2,1,2,1
3930,0,2,2,1
3931,0,0,0,2
3932,1,2,2,0
3933,0,1,1,1
3934,2,3,3,3
3935,3,1,1,1
3936,0,3,2,1
3937,1,2,2,1
3938,0,3,3,0
3939,0,1,1,0
3940,0,2,1,1
3941,2,2,2,1
3942,2,2,3,2
3943,3,0,1,2
3944,1,3,3,1
3945,0,2,2,1
3946,0,0,3,2
3947,0,2,2,0
3948,2,1,1,1
3949,2,3,3,3
3950,0,2,3,2
3951,0,2,3,2
3952,0,1,3,0
3953,2,1,2,2
3954,1,3,3,3
3955,1,2,3,0
3956,3,1,1,3
3957,2,3,3,3
3958,1,3,3,3
3959,2,3,3,2
3960,0,0,1,1
3961,0,0,0,2
3962,2,2,3,2
3963,1,0,0,2
3964,2,2,2,2
3965,0,0,0,2
3966,1,3,3,2
3967,3,1,1,3
3968,3,0,0,0
3969,2,2,2,3
3970,1,1,1,0
3971,0,1,1,1
3972,1,3,3,2
3973,1,3,3,2
3974,2,3,3,2
3975,0,2,0,0
3976,3,0,0,1
3977,0,0,0,0
3978,3,1,2,3
3979,1,1,1,0
3980,0,1,1,2
3981,1,3,3,2
3982,0,3,3,0
3983,3,1,1,3
3984,0,1,1,0
3985,1,2,2,0
3986,2,2,2,1
3987,0,0,0,0
3988,2,0,0,2
3989,1,2,3,3
3990,3,1,2,3
3991,3,1,0,2
3992,1,3,3,3
3993,2,2,2,3
3994,0,2,1,2
3995,2,1,1,0
3996,1,3,3,3
3997,0,0,0,2
3998,0,2,3,0
3999,2,3,3,0
4000,1,0,0,0
4001,2,3,3,3
4002,0,0,0,3
4003,0,2,2,2
4004,2,1,1,1
4005,1,3,3,1
4006,1,2,2,1
4007,1,1,0,0
4008,0,1,1,1
4009,3,0,0,1
4010,0,1,1,1
4011,1,2,2,1
4012,0,1,1,1
4013,3,3,3,3
4014,1,1,1,2
4015,0,0,0,2
4016,0,1,1,0
4017,2,3,3,3
4018,0,3,3,1
4019,1,1,1,2
4020,0,0,0,0
4021,1,2,2,2
4022,0,1,1,0
4023,3,3,3,3
4024,1,3,3,3
4025,3,1,1,3
4026,1,3,3,1
4027,0,2,3,2
4028,3,3,3,3
4029,0,0,0,1
4030,3,0,0,1
4031,1,2,2,1
4032,0,3,2,3
4033,0,1,1,2
4034,3,0,0,1
4035,1,2,2,3
4036,0,0,0,3
4037,1,2,1,2
4038,1,1,0,0
4039,2,0,0,0
4040,2,1,1,2
4041,2,3,3,1
4042,1,3,2,1
4043,0,0,0,1
4044,1,3,3,0
4045,0,0,0,1
4046,3,1,1,0
4047,2,3,2,1
4048,0,3,2,1
4049,0,1,1,3
4050,2,3,3,1
4051,1,1,1,0
4052,1,1,1,1
4053,0,1,1,1
4054,1,3,3,2
4055,0,1,1,0
4056,0,0,0,0
4057,3,1,1,3
4058,1,2,2,0
4059,0,1,1,0
4060,1,3,2,1
4061,2,2,3,2
4062,2,3,2,0
4063,2,3,1,3
4064,2,2,1,1
4065,2,0,0,1
4066,0,0,0,1
4067,1,3,0,3
4068,1,2,2,0
4069,3,0,0,2
4070,1,3,3,1
4071,2,3,3,2
4072,0,0,0,0
4073,3,0,0,2
4074,1,0,1,1
4075,2,2,2,1
4076,1,2,2,1
4077,1,2,2,0
4078,1,2,2,0
4079,1,3,2,1
4080,3,0,0,2
4081,3,3,3,3
4082,3,3,3,2
4083,1,3,3,1
4084,1,2,2,0
4085,0,0,0,0
4086,1,2,2,0
4087,0,0,1,0
4088,3,3,3,3
4089,0,3,1,0
4090,0,1,1,1
4091,1,3,3,3
4092,0,2,2,1
4093,0,1,1,3
4094,2,3,3,3
4095,2,1,1,0
4096,0,1,1,3
4097,2,2,2,1
4098,1,3,3,3
4099,1,3,3,3
4100,1,1,1,0
4101,3,0,0,3
4102,1,2,3,1
4103,2,3,2,2
4104,2,3,2,1
4105,3,0,0,0
4106,2,3,2,3
4107,1,3,2,3
4108,3,2,3,3
4109,0,1,2,1
4110,3,1,1,3
4111,0,3,3,3
4112,1,1,1,1
4113,1,3,2,1
4114,3,1,2,2
4115,1,1,1,2
4116,0,2,0,3
4117,2,2,1,1
4118,1,3,3,3
4119,2,2,2,1
4120,0,0,1,2
4121,2,1,1,2
4122,0,1,2,0
4123,1,2,3,1
4124,2,3,3,0
4125,2,2,2,2
4126,1,1,1,2
4127,2,1,1,2
4128,2,1,1,1
4129,2,0,0,1
4130,0,0,0,2
4131,2,2,2,1
4132,3,3,3,3
4133,1,2,1,0
4134,0,0,1,0
4135,1,2,2,3
4136,3,3,3,3
4137,3,0,0,1
4138,3,0,0,1
4139,1,1,1,1
4140,0,1,1,3
4141,3,1,0,2
4142,1,2,2,2
4143,2,0,0,1
4144,3,2,1,3
4145,1,1,1,1
4146,0,0,0,0
4147,0,2,2,2
4148,0,1,0,0
4149,3,3,3,3
4150,0,0,0,0
4151,1,1,0,3
4152,1,2,2,1
4153,3,2,3,3
4154,3,0,1,1
4155,2,2,2,2
4156,1,1,1,0
4157,2,2,2,0
4158,2,2,3,3
4159,1,2,2,0
4160,0,0,0,0
4161,0,2,3,1
4162,1,0,0,1
4163,0,0,0,0
4164,3,0,0,1
4165,1,3,3,3
4166,1,1,1,2
4167,2,1,2,2
4168,3,2,3,2
4169,1,2,1,0
4170,1,1,1,2
4171,0,1,1,2
4172,2,2,2,2
4173,1,3,3,3
4174,0,1,1,2
4175,1,3,2,2
4176,0,0,0,0
4177,3,0,0,0
4178,2,0,0,2
4179,0,3,3,1
4180,0,3,3,0
4181,0,0,0,0
4182,1,2,3,1
4183,2,2,2,1
4184,3,1,1,2
4185,3,0,0,0
4186,0,2,1,2
4187,0,1,1,0
4188,0,1,1,1
4189,0,0,0,3
4190,2,3,3,3
4191,1,3,3,0
4192,0,0,0,3
4193,3,0,0,0
4194,0,1,0,3
4195,0,3,1,3
4196,1,2,2,2
4197,2,2,2,3
4198,1,1,1,1
4199,0,0,0,3
4200,0,1,1,0
4201,2,1,1,2
4202,2,3,3,3
4203,1,3,3,0
4204,3,1,1,3
4205,0,2,1,2
4206,2,1,2,1
4207,3,1,1,3
4208,2,0,0,0
4209,3,1,0,3
4210,2,3,3,0
4211,0,3,3,3
4212,1,2,2,3
4213,2,0,0,1
4214,1,2,2,2
4215,0,2,2,0
4216,1,3,3,1
4217,3,1,1,1
4218,0,3,3,3
4219,1,2,1,3
4220,2,3,3,3
4221,2,1,2,1
4222,3,0,0,1
4223,1,2,3,1
4224,1,3,3,2
4225,1,2,2,0
4226,2,3,3,3
4227,3,0,0,0
4228,2,0,0,1
4229,0,1,1,0
4230,0,0,0,0
4231,0,0,0,2
4232,3,0,0,1
4233,2,3,3,3
4234,1,3,3,2
4235,0,0,0,3
4236,0,0,0,1
4237,0,1,1,0
4238,3,3,3,2
4239,3,0,0,1
4240,1,3,3,3
4241,2,0,0,3
4242,1,1,3,1
4243,1,3,3,3
4244,2,3,3,3
4245,3,1,1,3
4246,1,2,2,1
4247,0,2,2,0
4248,3,0,0,3
4249,3,1,1,3
4250,0,0,0,2
4251,2,1,2,3
4252,0,3,3,0
4253,2,3,3,3
4254,2,2,2,1
4255,2,0,0,3
4256,2,2,2,2
4257,3,0,0,2
4258,2,3,3,2
4259,1,1,1,0
4260,0,0,1,1
4261,1,2,2,2
4262,0,2,2,0
4263,1,3,3,2
4264,2,3,3,0
4265,0,0,0,0
4266,1,3,3,3
4267,2,3,3,3
4268,2,3,3,3
4269,2,2,1,1
4270,0,0,0,1
4271,1,3,2,1
4272,3,0,0,2
4273,2,2,2,1
4274,1,3,3,3
4275,1,3,3,3
4276,1,2,2,1
4277,2,1,1,0
4278,2,2,2,1
4279,2,2,2,1
4280,2,3,3,2
4281,1,1,1,2
4282,3,3,2,3
4283,2,3,3,3
4284,1,1,1,0
4285,2,1,1,1
4286,2,3,2,1
4287,1,1,2,1
4288,2,0,0,0
4289,3,0,0,1
4290,1,0,0,0
4291,0,2,1,1
4292,1,2,1,0
4293,0,1,0,0
4294,3,3,3,1
4295,1,3,3,2
4296,0,1,1,0
4297,0,2,2,0
4298,0,0,1,2
4299,2,3,2,2
4300,2,3,3,0
4301,1,3,3,2
4302,1,3,2,1
4303,0,1,0,1
4304,1,2,2,0
4305,1,2,1,1
4306,3,0,0,1
4307,0,1,0,0
4308,3,0,0,1
4309,2,1,3,2
4310,3,0,0,1
4311,3,2,2,3
4312,0,1,2,1
4313,1,0,0,1
4314,3,2,2,3
4315,0,1,1,3
4316,0,2,2,3
4317,1,3,1,0
4318,0,0,0,0
4319,2,1,1,2
4320,1,3,3,2
4321,2,3,2,3
4322,2,2,2,2
4323,2,1,1,1
4324,1,2,2,2
4325,1,3,3,1
4326,3,0,0,2
4327,3,0,0,1
4328,0,0,0,2
4329,0,1,1,0
4330,2,2,2,1
4331,1,2,2,3
4332,2,3,3,0
4333,0,3,3,0
4334,0,0,0,1
4335,0,0,0,3
4336,1,1,1,3
4337,3,0,0,1
4338,1,3,3,1
4339,2,3,3,3
4340,0,1,1,2
4341,1,2,2,0
4342,1,3,3,0
4343,1,3,3,0
4344,2,1,0,3
4345,2,2,2,0
4346,3,0,0,2
4347,1,2,2,0
4348,0,0,0,2
4349,0,0,0,0
4350,3,0,0,1
4351,3,0,0,1
4352,3,0,0,0
4353,2,1,1,1
4354,3,2,3,3
4355,0,1,0,0
4356,0,0,0,1
4357,0,1,0,1
4358,0,1,1,0
4359,0,1,1,0
4360,3,1,1,2
4361,1,2,2,3
4362,1,3,3,0
4363,3,0,1,3
4364,3,0,0,0
4365,0,0,0,2
4366,2,0,1,1
4367,1,2,2,2
4368,0,1,1,1
4369,0,3,3,3
4370,2,2,2,3
4371,1,2,1,1
4372,1,2,2,0
4373,1,2,2,0
4374,1,1,1,0
4375,1,1,1,2
4376,2,2,3,1
4377,0,0,1,1
4378,1,3,3,0
4379,3,1,2,3
4380,0,3,1,0
4381,3,0,1,3
4382,2,1,1,2
4383,0,0,1,0
4384,2,3,3,2
4385,1,2,2,2
4386,0,3,2,1
4387,3,3,3,3
4388,0,0,0,0
4389,2,2,2,1
4390,3,3,3,0
4391,3,0,0,3
4392,1,0,0,1
4393,2,3,3,2
4394,0,0,1,1
4395,3,0,0,2
4396,0,1,0,3
4397,0,0,0,0
4398,1,2,2,1
4399,2,3,2,3
4400,1,1,1,1
4401,1,3,3,3
4402,3,1,1,3
4403,1,3,2,2
4404,0,0,0,2
4405,2,0,0,1
4406,1,3,2,3
4407,2,1,1,1
4408,3,3,3,2
4409,0,0,0,1
4410,0,0,0,1
4411,3,3,3,3
4412,2,3,3,3
4413,0,3,3,3
4414,2,3,3,2
4415,2,3,3,3
4416,0,1,1,0
4417,0,3,3,0
4418,3,3,3,3
4419,0,1,1,0
4420,1,3,3,2
4421,1,2,2,1
4422,1,1,2,1
4423,3,1,1,3
4424,0,3,3,0
4425,1,3,3,1
4426,1,3,3,3
4427,2,3,3,0
4428,2,3,3,3
4429,1,2,3,3
4430,3,3,3,3
4431,1,2,2,2
4432,1,3,3,3
4433,2,2,3,3
4434,3,1,0,3
4435,1,2,2,0
4436,3,3,3,3
4437,0,2,2,1
4438,0,0,0,0
4439,2,3,3,3
4440,2,1,1,1
4441,3,3,3,3
4442,2,1,1,3
4443,3,2,2,3
4444,3,1,1,2
4445,3,1,1,2
4446,3,0,0,0
4447,0,1,2,2
4448,0,1,1,0
4449,0,1,0,0
4450,2,3,3,2
4451,3,2,1,2
4452,0,2,0,1
4453,0,0,0,1
4454,3,0,0,0
4455,2,1,1,0
4456,0,0,0,2
4457,2,3,3,3
4458,0,0,0,3
4459,1,3,3,0
4460,1,3,3,2
4461,0,1,1,1
4462,3,0,0,0
4463,3,1,1,3
4464,0,0,0,0
4465,2,1,1,2
4466,0,0,0,0
4467,0,0,0,0
4468,1,2,2,3
4469,1,1,0,1
4470,0,0,0,1
4471,0,1,1,1
4472,2,3,3,3
4473,0,1,1,1
4474,2,3,3,3
4475,3,0,0,3
4476,0,1,1,1
4477,2,3,3,3
4478,0,2,2,0
4479,1,2,2,1
4480,1,3,3,1
4481,0,0,0,0
4482,0,0,0,0
4483,3,1,0,3
4484,3,3,3,3
4485,2,1,1,2
4486,3,0,0,3
4487,2,2,2,2
4488,0,2,1,0
4489,0,0,0,0
4490,2,3,1,3
4491,3,2,1,3
4492,1,1,1,2
4493,1,3,3,1
4494,0,1,1,0
4495,2,3,3,0
4496,2,3,3,1
4497,3,1,2,3
4498,3,3,3,2
4499,3,0,0,0
4500,1,2,2,1
4501,2,3,3,2
4502,0,0,0,0
4503,2,1,2,3
4504,0,3,3,2
4505,2,3,3,3
4506,2,2,2,0
4507,3,2,2,2
4508,1,1,1,0
4509,0,0,0,0
4510,0,1,1,0
4511,0,0,0,1
4512,3,1,0,2
4513,0,0,0,1
4514,1,3,2,2
4515,1,2,2,1
4516,3,1,1,2
4517,1,3,3,2
4518,1,1,1,0
4519,1,2,1,1
4520,2,3,3,2
4521,3,0,0,1
4522,0,1,0,0
4523,0,0,0,1
4524,0,0,1,3
4525,1,1,1,2
4526,1,2,2,1
4527,2,2,1,1
4528,1,2,2,1
4529,1,2,2,1
4530,1,3,3,0
4531,1,1,1,0
4532,1,1,1,2
4533,3,1,2,2
4534,0,1,0,1
4535,2,2,3,3
4536,2,3,3,0
4537,2,1,2,2
4538,0,3,2,0
4539,3,3,3,3
4540,2,3,3,3
4541,0,0,0,1
4542,0,3,3,1
4543,1,2,2,0
4544,0,1,1,1
4545,0,0,0,0
4546,1,2,1,0
4547,0,1,1,0
4548,2,2,2,2
4549,0,1,3,0
4550,3,0,0,0
4551,0,0,0,0
4552,0,1,1,0
4553,2,3,3,2
4554,0,1,1,2
4555,1,3,3,2
4556,1,2,2,2
4557,2,1,1,2
4558,0,2,2,0
4559,0,1,1,3
4560,0,1,1,0
4561,0,1,3,0
4562,0,0,0,1
4563,0,2,2,0
4564,2,3,2,2
4565,1,3,3,2
4566,1,1,1,0
4567,3,0,0,2
4568,0,1,1,0
4569,1,2,2,0
4570,0,1,0,0
4571,0,0,0,1
4572,2,1,1,3
4573,3,2,0,3
4574,0,0,0,0
4575,2,3,3,2
4576,1,0,0,2
4577,0,0,0,0
4578,1,3,3,3
4579,2,1,2,1
4580,2,3,3,3
4581,1,3,3,3
4582,3,0,0,1
4583,1,2,2,0
4584,1,3,3,1
4585,2,0,0,0
4586,2,3,3,1
4587,2,3,3,2
4588,2,1,1,1
4589,0,0,0,3
4590,0,2,1,0
4591,2,3,3,2
4592,2,2,3,3
4593,2,1,0,2
4594,0,0,0,3
4595,1,1,2,0
4596,1,1,1,1
4597,3,0,0,1
4598,1,0,0,3
4599,0,1,1,3
4600,0,0,1,0
4601,0,0,0,0
4602,3,1,1,2
4603,3,0,1,2
4604,3,2,1,3
4605,3,3,3,3
4606,3,0,0,0
4607,1,1,1,0
4608,3,1,1,3
4609,3,0,0,2
4610,2,2,2,1
4611,0,3,3,1
4612,1,3,3,0
4613,1,2,2,3
4614,2,1,1,1
4615,0,1,1,0
4616,3,0,0,2
4617,2,2,3,1
4618,0,0,0,2
4619,2,3,2,2
4620,1,2,3,1
4621,1,1,2,3
4622,0,0,0,1
4623,2,2,2,3
4624,3,1,1,3
4625,1,3,3,2
4626,2,3,3,3
4627,3,3,2,3
4628,1,2,2,2
4629,0,0,1,0
4630,2,3,3,3
4631,2,3,3,3
4632,0,1,1,0
4633,3,0,0,3
4634,1,3,3,2
4635,0,3,3,3
4636,0,0,0,2
4637,3,0,0,0
4638,2,3,3,2
4639,1,3,1,3
4640,1,1,1,0
4641,2,3,3,3
4642,1,3,3,0
4643,2,3,3,3
4644,2,1,1,2
4645,1,2,2,0
4646,0,2,2,1
4647,2,3,1,1
4648,1,3,3,0
4649,2,3,3,1
4650,0,2,1,1
4651,0,1,1,0
4652,1,3,3,1
4653,1,2,2,0
4654,0,3,3,3
4655,0,1,1,1
4656,0,0,0,0
4657,0,0,0,3
4658,1,3,3,2
4659,0,0,0,1
4660,0,1,1,2
4661,0,1,0,1
4662,1,2,2,1
4663,2,3,2,3
4664,1,1,1,0
4665,3,0,0,2
4666,1,1,1,2
4667,3,2,1,2
4668,0,0,0,0
4669,3,0,1,2
4670,2,1,1,1
4671,3,1,1,3
4672,0,2,2,2
4673,1,3,3,3
4674,3,0,1,3
4675,1,2,2,2
4676,2,2,3,2
4677,0,0,0,0
4678,2,3,3,2
4679,0,0,0,1
4680,0,2,2,2
4681,0,0,0,2
4682,0,0,0,1
4683,2,3,3,2
4684,0,0,0,0
4685,1,2,3,2
4686,3,1,1,3
4687,0,0,0,0
4688,2,1,2,1
4689,3,1,1,2
4690,2,0,0,1
4691,3,0,0,2
4692,1,3,3,1
4693,0,3,2,0
4694,3,3,3,3
4695,2,0,0,3
4696,3,3,3,3
4697,0,0,0,2
4698,0,1,1,0
4699,2,2,2,3
4700,0,0,0,2
4701,2,2,1,3
4702,0,3,3,1
4703,3,0,1,2
4704,1,2,2,2
4705,0,0,0,1
4706,0,1,2,0
4707,0,3,2,0
4708,0,0,0,0
4709,3,3,3,2
4710,3,0,0,1
4711,0,0,0,1
4712,0,1,0,1
4713,3,1,1,2
4714,1,1,1,1
4715,2,3,3,3
4716,2,0,0,0
4717,0,0,0,3
4718,0,0,0,2
4719,1,1,2,0
4720,1,2,2,0
4721,3,2,1,3
4722,0,1,1,1
4723,0,3,3,3
4724,0,1,0,0
4725,1,1,1,1
4726,2,3,1,3
4727,2,3,2,3
4728,1,2,2,1
4729,1,3,2,0
4730,2,2,1,3
4731,2,1,1,2
4732,1,2,2,2
4733,2,3,3,3
4734,2,3,3,2
4735,0,0,0,0
4736,1,2,2,0
4737,3,0,0,0
4738,2,0,0,1
4739,2,2,2,1
4740,1,2,2,0
4741,2,3,3,3
4742,0,0,0,0
4743,1,2,2,3
4744,2,2,3,2
4745,3,0,1,2
4746,0,1,1,0
4747,3,0,0,2
4748,1,3,3,2
4749,0,1,1,0
4750,2,3,3,0
4751,0,1,1,0
4752,2,1,1,1
4753,2,1,1,2
4754,0,2,2,2
4755,3,0,0,1
4756,0,1,1,2
4757,0,2,2,2
4758,1,1,1,2
4759,2,3,3,3
4760,2,3,3,3
4761,0,0,0,1
4762,1,2,2,3
4763,1,2,2,0
4764,1,1,2,1
4765,0,1,1,0
4766,1,2,3,1
4767,1,1,1,3
4768,0,3,3,0
4769,1,1,3,2
4770,1,1,2,0
4771,2,3,3,3
4772,2,2,2,0
4773,3,0,0,0
4774,3,1,1,2
4775,0,3,2,2
4776,2,2,2,3
4777,2,3,3,1
4778,1,3,3,2
4779,2,3,1,3
4780,0,2,1,0
4781,3,1,1,2
4782,1,3,3,3
4783,1,0,0,2
4784,1,3,1,2
4785,2,2,2,2
4786,1,1,3,0
4787,3,0,0,2
4788,0,0,0,1
4789,2,3,3,2
4790,1,3,3,3
4791,1,2,3,0
4792,0,0,0,1
4793,0,0,0,2
4794,2,1,2,0
4795,0,0,0,0
4796,1,2,2,3
4797,1,1,2,0
4798,3,0,0,1
4799,1,2,2,1
4800,1,1,2,2
4801,2,2,1,0
4802,1,3,2,0
4803,1,1,1,1
4804,2,3,3,1
4805,2,3,3,0
4806,0,3,3,2
4807,2,2,1,1
4808,3,1,1,2
4809,1,3,2,1
4810,0,2,1,0
4811,0,1,1,3
4812,0,0,0,0
4813,1,2,2,1
4814,1,0,0,1
4815,1,3,3,2
4816,1,1,1,2
4817,3,0,0,3
4818,0,1,1,2
4819,0,2,2,0
4820,3,0,1,1
4821,0,0,0,1
4822,0,3,3,0
4823,2,0,0,2
4824,2,3,3,3
4825,0,0,0,2
4826,1,1,1,0
4827,1,2,2,3
4828,2,3,3,3
4829,0,0,0,0
4830,2,2,2,0
4831,2,1,2,2
4832,2,0,0,0
4833,0,0,0,1
4834,1,2,2,0
4835,1,2,2,0
4836,0,0,1,1
4837,2,2,2,0
4838,1,3,3,1
4839,1,2,2,2
4840,0,0,0,1
4841,2,2,2,2
4842,1,2,2,3
4843,1,1,2,1
4844,1,0,1,0
4845,1,2,3,1
4846,3,0,0,1
4847,2,0,0,2
4848,3,2,3,2
4849,1,2,2,0
4850,2,0,0,0
4851,3,2,1,3
4852,0,1,2,1
4853,0,0,0,2
4854,2,1,2,0
4855,3,0,1,3
4856,1,2,3,0
4857,2,1,2,2
4858,1,2,3,0
4859,0,2,2,3
4860,1,2,3,2
4861,2,1,1,2
4862,2,1,1,1
4863,3,1,1,3
4864,0,1,1,0
4865,1,2,2,0
4866,2,3,3,3
4867,1,3,3,3
4868,1,1,1,0
4869,2,3,3,3
4870,2,3,3,1
4871,1,3,2,1
4872,1,3,3,0
4873,1,3,3,0
4874,2,1,1,1
4875,1,1,2,2
4876,3,0,0,0
4877,0,1,1,2
4878,0,0,0,2
4879,3,1,1,3
4880,2,2,2,1
4881,2,2,2,2
4882,2,2,2,1
4883,1,3,2,0
4884,2,1,2,2
4885,2,1,2,1
4886,2,2,2,3
4887,2,3,3,3
4888,2,2,1,1
4889,1,2,1,2
4890,0,0,0,0
4891,0,1,1,1
4892,2,3,3,3
4893,2,1,1,2
4894,1,3,2,0
4895,2,3,3,2
4896,3,0,0,2
4897,2,1,1,1
4898,0,0,1,0
4899,1,2,3,3
4900,1,2,3,1
4901,0,0,0,0
4902,3,3,3,3
4903,1,2,3,0
4904,2,1,1,2
4905,1,2,2,0
4906,2,3,3,0
4907,3,1,1,3
4908,2,3,3,3
4909,0,3,3,1
4910,2,0,0,0
4911,2,1,2,2
4912,0,3,3,2
4913,1,2,2,1
4914,0,0,0,2
4915,2,3,3,3
4916,3,0,0,0
4917,3,0,0,3
4918,1,2,3,2
4919,1,3,3,2
4920,0,1,1,0
4921,3,0,0,3
4922,1,3,3,3
4923,1,3,3,3
4924,0,2,3,1
4925,1,2,2,0
4926,2,3,3,3
4927,3,1,1,2
4928,3,2,2,3
4929,2,1,1,3
4930,2,2,2,1
4931,3,1,0,2
4932,3,3,0,3
4933,3,1,1,2
4934,3,1,1,2
4935,1,1,1,1
4936,0,0,0,1
4937,2,1,0,2
4938,2,3,2,2
4939,1,3,3,3
4940,2,2,2,1
4941,3,2,1,3
4942,3,3,3,3
4943,2,3,3,3
4944,1,3,3,0
4945,1,2,2,2
4946,1,2,1,2
4947,0,1,1,0
4948,1,2,2,2
4949,2,3,3,3
4950,1,2,2,2
4951,3,1,1,3
4952,0,0,0,0
4953,0,1,0,1
4954,2,3,3,1
4955,0,1,1,2
4956,0,1,0,0
4957,3,0,0,0
4958,3,0,0,1
4959,2,3,3,3
4960,0,1,1,1
4961,3,1,1,3
4962,2,1,2,1
4963,2,2,3,1
4964,2,3,3,2
4965,1,2,2,0
4966,3,3,3,3
4967,3,3,3,3
4968,1,1,1,3
4969,1,2,2,1
4970,3,0,0,1
4971,1,2,2,1
4972,3,0,0,3
4973,2,1,1,2
4974,2,3,3,3
4975,3,0,0,3
4976,2,3,3,3
4977,1,1,1,2
4978,1,1,1,1
4979,0,0,0,1
4980,0,1,1,1
4981,1,2,2,0
4982,0,1,1,0
4983,2,3,3,2
4984,3,3,3,3
4985,0,0,0,1
4986,2,3,3,3
4987,1,3,3,1
4988,2,2,2,2
4989,2,2,2,2
4990,1,3,3,1
4991,2,2,3,0
4992,2,2,2,1
4993,0,1,1,0
4994,3,1,1,3
4995,1,2,3,3
4996,1,3,3,1
4997,1,2,3,1
4998,2,3,3,0
4999,0,0,0,2
5000,0,3,3,3
5001,2,3,3,3
5002,1,1,1,0
5003,2,3,3,3
5004,1,2,2,2
5005,2,2,3,3
5006,1,1,1,1
5007,0,1,1,0
5008,0,0,0,2
5009,0,0,0,2
5010,0,0,0,0
5011,0,1,1,1
5012,1,2,2,2
5013,0,0,1,0
5014,0,0,0,0
5015,2,3,3,2
5016,1,1,0,1
5017,1,2,2,0
5018,0,1,0,2
5019,1,3,3,1
5020,3,0,0,2
5021,0,1,1,0
5022,2,3,3,1
5023,3,0,0,2
5024,3,3,3,3
5025,3,0,0,3
5026,0,3,3,1
5027,2,1,2,1
5028,3,2,2,3
5029,2,3,1,3
5030,3,1,1,2
5031,2,1,2,2
5032,3,3,3,3
5033,1,0,0,0
5034,3,1,1,3
5035,2,1,1,1
5036,2,2,2,1
5037,2,2,2,1
5038,1,1,1,0
5039,1,2,2,1
5040,1,3,3,2
5041,3,0,0,0
5042,0,0,0,0
5043,0,2,1,3
5044,1,3,2,2
5045,2,3,3,1
5046,0,0,0,0
5047,2,2,2,3
5048,3,2,2,1
5049,2,3,3,3
5050,0,1,2,0
5051,2,3,3,3
5052,2,1,1,1
5053,2,3,3,1
5054,0,0,0,3
5055,1,1,1,2
5056,2,2,2,2
5057,2,3,3,3
5058,0,0,0,2
5059,3,3,3,3
5060,2,2,2,1
5061,0,1,1,2
5062,1,1,2,1
5063,3,3,3,3
5064,3,0,0,0
5065,0,0,0,3
5066,1,2,2,1
5067,1,3,3,2
5068,3,0,0,2
5069,3,0,0,2
5070,2,3,3,3
5071,2,2,2,3
5072,1,2,1,2
5073,3,3,3,3
5074,2,2,2,2
5075,0,3,3,2
5076,0,1,1,0
5077,1,2,3,2
5078,2,1,1,1
5079,3,0,0,2
5080,2,2,1,1
5081,1,3,3,1
5082,3,1,1,3
5083,1,1,2,0
5084,1,2,2,3
5085,3,0,0,1
5086,1,2,2,1
5087,0,2,3,0
5088,2,3,3,1
5089,0,3,2,1
5090,2,1,1,2
5091,0,0,0,1
5092,2,2,3,3
5093,0,0,0,0
5094,1,1,1,3
5095,0,0,0,0
5096,3,3,3,3
5097,1,3,3,2
5098,2,3,3,2
5099,2,2,2,3
5100,0,2,2,0
5101,2,3,3,1
5102,2,2,1,2
5103,0,0,0,2
5104,1,3,3,2
5105,0,0,0,0
5106,1,1,2,1
5107,2,2,2,3
5108,3,2,2,3
5109,3,1,1,2
5110,2,2,2,2
5111,2,1,2,2
5112,2,3,3,1
5113,0,0,0,1
5114,0,0,0,1
5115,2,1,1,2
5116,3,0,1,2
5117,3,3,3,3
5118,1,1,1,2
5119,3,0,0,0
5120,0,2,2,1
5121,1,1,1,0
5122,1,2,2,2
5123,2,3,3,3
5124,2,2,1,1
5125,0,3,3,2
5126,3,1,2,2
5127,2,3,3,2
5128,1,1,1,2
5129,3,1,2,3
5130,2,1,1,2
5131,1,2,2,2
5132,3,3,1,3
5133,3,1,1,3
5134,1,1,1,0
5135,2,0,0,0
5136,3,1,0,3
5137,1,2,2,0
5138,1,0,0,2
5139,0,1,0,2
5140,2,2,2,1
5141,3,1,2,2
5142,2,3,3,2
5143,0,0,0,1
5144,0,2,2,2
5145,3,2,1,3
5146,3,2,3,2
5147,1,2,2,0
